ID,dteday,hr,weathersit,temp,atemp,hum,windspeed,casual,cnt
9866,2012-02-21,2,1,0.24,0.2879,0.6,0.0,0,3
365,2011-01-16,17,1,0.22,0.2121,0.37,0.2537,23,105
14990,2012-09-21,19,1,0.64,0.6061,0.65,0.2537,95,588
12089,2012-05-23,22,2,0.62,0.5758,0.83,0.1642,23,159
12519,2012-06-10,20,1,0.76,0.6818,0.48,0.1642,113,363
17361,2012-12-31,6,1,0.16,0.1667,0.64,0.1642,0,40
147,2011-01-07,10,1,0.22,0.1969999999999999,0.37,0.3284,16,63
1668,2011-03-15,2,1,0.3,0.303,0.62,0.0896,1,3
11280,2012-04-20,5,1,0.42,0.4242,0.94,0.0,1,25
16398,2012-11-21,0,1,0.34,0.3636,0.81,0.0,1,26
7650,2011-11-20,9,1,0.44,0.4394,0.72,0.1642,29,138
8599,2011-12-30,2,1,0.24,0.2576,0.7,0.1045,2,12
11698,2012-05-07,15,2,0.62,0.6212,0.53,0.2985,76,262
7788,2011-11-26,3,1,0.3,0.3333,0.81,0.0,8,17
3456,2011-05-28,22,1,0.66,0.6061,0.78,0.2239,46,161
14378,2012-08-27,7,1,0.66,0.6061,0.83,0.0,15,433
12374,2012-06-04,19,1,0.62,0.6212,0.38,0.4179,91,645
11768,2012-05-10,13,1,0.54,0.5152,0.39,0.4478,90,318
3271,2011-05-21,5,1,0.46,0.4545,0.88,0.1045,1,5
4940,2011-07-29,18,1,0.92,0.8636,0.37,0.3284,49,362
9223,2012-01-25,5,1,0.26,0.2424,0.7,0.2836,0,33
14968,2012-09-20,21,1,0.56,0.5303,0.64,0.1939999999999999,28,274
6230,2011-09-22,4,2,0.6,0.5152,0.94,0.0896,0,2
14784,2012-09-13,5,1,0.52,0.5,0.83,0.0,3,57
16437,2012-11-22,15,1,0.48,0.4697,0.29,0.0,132,228
13727,2012-07-31,4,1,0.66,0.6061,0.83,0.0896,0,6
14802,2012-09-13,23,1,0.58,0.5455,0.73,0.1045,33,170
15024,2012-09-23,5,1,0.46,0.4545,0.59,0.2537,1,6
9047,2012-01-17,21,1,0.46,0.4545,0.67,0.4627,6,180
3926,2011-06-17,12,1,0.7,0.6515,0.65,0.2537,49,243
15843,2012-10-27,8,1,0.5,0.4848,0.77,0.2537,26,213
8080,2011-12-08,8,1,0.22,0.2121,0.55,0.2836,11,429
78,2011-01-04,10,2,0.16,0.1364,0.69,0.3284,5,42
7088,2011-10-27,23,1,0.34,0.303,0.61,0.4179,8,68
2247,2011-04-08,12,3,0.38,0.3939,0.66,0.2239,29,80
16202,2012-11-12,20,2,0.52,0.5,0.77,0.2836,31,304
15906,2012-10-31,11,2,0.36,0.3485,0.66,0.2239,37,189
775,2011-02-04,18,2,0.24,0.2576,0.6,0.1045,3,155
11041,2012-04-10,5,1,0.34,0.3333,0.71,0.1343,0,24
16247,2012-11-14,17,1,0.32,0.3182,0.49,0.1939999999999999,19,583
15348,2012-10-06,17,1,0.54,0.5152,0.49,0.3881,268,610
7451,2011-11-12,2,1,0.24,0.2576,0.65,0.0896,7,46
8980,2012-01-15,1,2,0.16,0.1364,0.47,0.2985,2,42
2279,2011-04-09,20,2,0.38,0.3939,0.87,0.1642,19,93
8123,2011-12-10,3,2,0.28,0.303,0.61,0.0896,5,25
12287,2012-06-01,4,2,0.62,0.5909,0.73,0.0896,1,6
3897,2011-06-16,7,3,0.56,0.5303,0.78,0.1642,16,188
14921,2012-09-18,22,3,0.58,0.5455,0.83,0.4627,14,151
7177,2011-10-31,16,1,0.42,0.4242,0.54,0.1642,30,272
9312,2012-01-28,22,1,0.34,0.3333,0.34,0.1939999999999999,6,103
6172,2011-09-19,18,2,0.56,0.5303,0.68,0.1343,56,540
3631,2011-06-05,5,2,0.62,0.6061,0.61,0.1343,1,6
15989,2012-11-03,22,1,0.32,0.3333,0.57,0.1045,13,146
6272,2011-09-23,22,1,0.6,0.5152,0.94,0.1642,31,157
8616,2011-12-30,19,2,0.34,0.303,0.49,0.4179,16,112
392,2011-01-17,20,3,0.16,0.1515,0.8,0.1939999999999999,4,33
3191,2011-05-17,21,1,0.54,0.5152,0.88,0.2537,23,174
16,2011-01-01,16,2,0.42,0.4242,0.82,0.2985,41,93
15976,2012-11-03,9,2,0.34,0.303,0.49,0.2985,31,219
4200,2011-06-28,22,1,0.7,0.6515,0.7,0.2985,30,134
2672,2011-04-26,6,1,0.56,0.5303,0.88,0.2239,0,80
17002,2012-12-16,5,2,0.34,0.3636,0.87,0.0,0,9
6164,2011-09-19,10,2,0.56,0.5303,0.64,0.1343,21,105
15209,2012-09-30,22,1,0.48,0.4697,0.72,0.0,15,91
3493,2011-05-30,11,1,0.82,0.7727,0.52,0.0,153,321
14236,2012-08-21,9,1,0.64,0.6061,0.69,0.0,47,328
9651,2012-02-12,2,2,0.1,0.0606,0.58,0.5821,1,27
15710,2012-10-21,19,1,0.5,0.4848,0.42,0.1642,50,266
15788,2012-10-25,1,1,0.58,0.5455,0.68,0.0,6,28
7394,2011-11-09,17,1,0.46,0.4545,0.63,0.1045,27,485
4839,2011-07-25,13,2,0.74,0.7121,0.74,0.1343,14,78
593,2011-01-27,22,1,0.18,0.2121,0.74,0.0896,0,27
12027,2012-05-21,8,3,0.56,0.5303,0.88,0.2537,12,270
4719,2011-07-20,13,1,0.84,0.8182,0.56,0.1939999999999999,23,120
13875,2012-08-06,8,2,0.7,0.6667,0.79,0.0,27,605
8737,2012-01-04,21,2,0.2,0.2576,0.44,0.0,2,90
5827,2011-09-05,6,2,0.66,0.6212,0.74,0.1343,6,11
10749,2012-03-29,0,1,0.54,0.5152,0.68,0.1939999999999999,10,48
7961,2011-12-03,9,1,0.26,0.2727,0.7,0.1045,25,124
12916,2012-06-27,9,1,0.66,0.6212,0.41,0.3582,29,282
12470,2012-06-08,19,1,0.74,0.6515,0.3,0.2239,95,555
5887,2011-09-07,19,2,0.64,0.5758,0.89,0.0,14,226
2355,2011-04-13,1,2,0.4,0.4091,1.0,0.2985,0,1
6036,2011-09-14,2,1,0.6,0.5606,0.83,0.0,1,5
4798,2011-07-23,20,1,0.82,0.8029999999999999,0.59,0.2239,47,145
10634,2012-03-24,5,2,0.52,0.5,0.83,0.1642,0,4
16039,2012-11-06,0,1,0.24,0.2576,0.6,0.1045,1,19
4592,2011-07-15,6,2,0.6,0.5909,0.73,0.1045,12,120
11234,2012-04-18,7,2,0.5,0.4848,0.39,0.1939999999999999,10,418
8656,2012-01-01,11,1,0.34,0.3333,0.76,0.1343,40,138
163,2011-01-08,2,2,0.18,0.2424,0.55,0.0,3,16
671,2011-01-31,7,2,0.16,0.1364,0.64,0.2836,1,72
4268,2011-07-01,18,1,0.8,0.6818,0.24,0.2537,98,422
14308,2012-08-24,9,2,0.72,0.6667,0.58,0.0,58,389
17204,2012-12-24,16,3,0.24,0.2273,0.87,0.2239,6,33
7380,2011-11-09,3,1,0.32,0.3485,0.93,0.0,0,4
14828,2012-09-15,1,1,0.6,0.5909,0.73,0.0,8,109
17344,2012-12-30,13,1,0.3,0.2576,0.36,0.6567,49,169
10201,2012-03-06,3,1,0.18,0.1667,0.51,0.2836,0,1
6356,2011-09-27,10,3,0.64,0.5606,0.94,0.1642,21,122
11276,2012-04-20,1,1,0.46,0.4545,0.82,0.1939999999999999,3,25
14400,2012-08-28,5,2,0.66,0.6061,0.83,0.0896,3,42
9092,2012-01-19,18,2,0.26,0.2273,0.44,0.3284,16,361
5542,2011-08-23,20,1,0.64,0.6212,0.53,0.2537,54,260
6007,2011-09-12,21,1,0.64,0.6061,0.73,0.0896,29,195
7993,2011-12-04,17,1,0.38,0.3939,0.76,0.1343,38,245
7638,2011-11-19,21,2,0.36,0.3485,0.62,0.1939999999999999,29,108
6793,2011-10-15,15,1,0.62,0.6212,0.31,0.4925,166,377
10900,2012-04-04,8,2,0.44,0.4394,0.72,0.1045,31,684
7758,2011-11-24,21,1,0.36,0.3485,0.71,0.1642,7,26
4837,2011-07-25,11,2,0.84,0.8333,0.59,0.1939999999999999,24,107
2293,2011-04-10,10,2,0.4,0.4091,0.87,0.0,69,150
6548,2011-10-05,10,1,0.56,0.5303,0.56,0.3881,30,133
7898,2011-11-30,18,1,0.34,0.303,0.49,0.3284,7,376
13885,2012-08-06,18,1,0.82,0.7424,0.41,0.1343,100,843
4481,2011-07-10,15,1,0.84,0.7424,0.39,0.2836,142,361
13494,2012-07-21,11,2,0.6,0.5606,0.83,0.2537,80,305
12797,2012-06-22,10,1,0.8,0.7424,0.52,0.3582,52,185
3716,2011-06-08,18,1,0.9,0.8182,0.37,0.2239,61,459
10837,2012-04-01,16,1,0.52,0.5,0.52,0.2537,236,511
6140,2011-09-18,10,1,0.5,0.4848,0.72,0.1642,82,260
9956,2012-02-24,21,1,0.42,0.4242,0.35,0.8059999999999999,1,152
15852,2012-10-27,17,2,0.56,0.5303,0.64,0.2836,248,618
1549,2011-03-09,22,3,0.32,0.3182,0.93,0.1642,4,21
11221,2012-04-17,18,1,0.64,0.6061,0.25,0.2836,105,775
10331,2012-03-11,14,1,0.46,0.4545,0.31,0.2836,212,501
14490,2012-08-31,23,1,0.74,0.6818,0.62,0.1045,32,174
14854,2012-09-16,3,1,0.5,0.4848,0.68,0.0,10,48
14818,2012-09-14,15,2,0.72,0.6667,0.48,0.1343,94,367
2044,2011-03-31,1,3,0.24,0.2273,0.93,0.1939999999999999,1,5
767,2011-02-04,10,2,0.2,0.2121,0.51,0.1343,5,51
5693,2011-08-30,16,1,0.74,0.6515,0.37,0.1642,42,337
7870,2011-11-29,14,3,0.4,0.4091,0.94,0.1939999999999999,1,36
9700,2012-02-14,3,2,0.26,0.303,0.52,0.0,0,3
7857,2011-11-29,1,1,0.52,0.5,0.83,0.0896,1,17
3302,2011-05-22,12,2,0.72,0.6667,0.51,0.1939999999999999,146,401
4517,2011-07-12,3,2,0.7,0.6667,0.79,0.0,2,8
12411,2012-06-06,8,1,0.54,0.5152,0.68,0.0,31,668
16603,2012-11-29,14,1,0.36,0.3485,0.43,0.2239,13,187
14965,2012-09-20,18,1,0.6,0.6212,0.56,0.2537,119,900
3292,2011-05-22,2,1,0.52,0.5,0.94,0.1045,18,68
9011,2012-01-16,8,1,0.1,0.1212,0.58,0.1642,3,78
1403,2011-03-03,18,1,0.24,0.2121,0.35,0.3284,6,167
1382,2011-03-02,21,1,0.34,0.2879,0.29,0.4627,3,71
10340,2012-03-11,23,1,0.4,0.4091,0.5,0.1642,12,52
6928,2011-10-21,7,1,0.36,0.3485,0.71,0.1642,5,233
5671,2011-08-29,18,1,0.66,0.6212,0.47,0.2537,60,547
1638,2011-03-13,19,1,0.36,0.3333,0.5,0.3582,28,101
14083,2012-08-15,0,1,0.7,0.6515,0.61,0.1939999999999999,8,60
8800,2012-01-07,12,1,0.4,0.4091,0.43,0.2239,100,376
6907,2011-10-20,10,1,0.46,0.4545,0.59,0.4478,25,130
8591,2011-12-29,18,1,0.3,0.303,0.56,0.1343,15,207
6406,2011-09-29,12,1,0.66,0.6212,0.61,0.1642,38,195
9074,2012-01-19,0,1,0.14,0.1364,0.5,0.1939999999999999,0,16
11757,2012-05-10,2,2,0.48,0.4697,0.88,0.1045,0,3
12477,2012-06-09,2,1,0.64,0.6212,0.5,0.2239,21,89
1179,2011-02-21,22,3,0.2,0.1667,0.75,0.4179,0,11
5448,2011-08-19,22,1,0.6,0.5455,0.88,0.1343,25,122
12436,2012-06-07,9,1,0.58,0.5455,0.68,0.0,37,337
13410,2012-07-17,23,1,0.78,0.7424,0.59,0.1939999999999999,22,161
15667,2012-10-20,0,1,0.46,0.4545,0.82,0.1343,13,123
10322,2012-03-11,5,1,0.24,0.2424,0.6,0.1642,2,7
5078,2011-08-04,12,2,0.76,0.7121,0.62,0.2239,53,205
8648,2012-01-01,3,1,0.3,0.3333,0.81,0.0,11,52
16103,2012-11-08,17,1,0.4,0.4091,0.2,0.2985,36,592
5175,2011-08-08,13,1,0.84,0.7576,0.44,0.2985,43,151
10142,2012-03-03,16,1,0.5,0.4848,0.27,0.2985,167,467
13564,2012-07-24,9,1,0.84,0.8029999999999999,0.53,0.0,40,339
689,2011-02-01,1,2,0.16,0.1818,0.69,0.1045,0,3
3850,2011-06-14,8,1,0.58,0.5455,0.49,0.3881,45,486
6525,2011-10-04,11,1,0.54,0.5152,0.64,0.2836,22,124
17238,2012-12-26,3,2,0.24,0.2121,0.7,0.3582,0,2
6488,2011-10-02,22,3,0.36,0.3636,0.81,0.0896,9,64
10145,2012-03-03,19,1,0.46,0.4545,0.33,0.1642,34,225
13828,2012-08-04,9,1,0.78,0.7576,0.65,0.2239,61,278
7154,2011-10-30,17,1,0.4,0.4091,0.35,0.1045,54,245
15591,2012-10-16,20,1,0.46,0.4545,0.55,0.0,35,432
6610,2011-10-08,0,1,0.48,0.4697,0.72,0.0,17,89
10902,2012-04-04,10,2,0.54,0.5152,0.45,0.1343,68,167
15880,2012-10-28,21,3,0.44,0.4394,0.88,0.4179,2,46
15922,2012-11-01,3,1,0.34,0.3333,0.61,0.1343,5,15
4349,2011-07-05,3,1,0.66,0.6212,0.74,0.2239,1,8
12330,2012-06-02,23,1,0.56,0.5303,0.52,0.1045,53,238
1884,2011-03-24,7,3,0.26,0.2576,1.0,0.2239,2,108
16211,2012-11-13,5,2,0.34,0.3182,0.87,0.2836,0,18
16866,2012-12-10,13,3,0.44,0.4394,1.0,0.2239,30,220
2494,2011-04-18,20,1,0.6,0.6212,0.33,0.2985,29,165
5947,2011-09-10,8,1,0.62,0.5758,0.83,0.1642,16,119
3036,2011-05-11,10,1,0.54,0.5152,0.68,0.0896,30,154
5777,2011-09-03,4,1,0.62,0.5909,0.73,0.1642,3,7
11795,2012-05-11,16,1,0.62,0.6061,0.25,0.3284,128,525
845,2011-02-07,16,2,0.36,0.3485,0.57,0.1343,16,114
8734,2012-01-04,18,2,0.2,0.2121,0.37,0.1343,9,289
11916,2012-05-16,17,1,0.72,0.6667,0.51,0.1939999999999999,104,873
12379,2012-06-05,0,1,0.54,0.5152,0.68,0.4179,6,34
11871,2012-05-14,20,2,0.58,0.5455,0.88,0.1939999999999999,11,189
12415,2012-06-06,12,1,0.62,0.6212,0.38,0.0,80,315
7967,2011-12-03,15,1,0.38,0.3939,0.46,0.0,100,337
15724,2012-10-22,9,1,0.46,0.4545,0.63,0.0896,25,360
14267,2012-08-22,16,3,0.74,0.6818,0.55,0.2239,102,460
7340,2011-11-07,11,1,0.42,0.4242,0.77,0.1045,28,128
13891,2012-08-07,0,1,0.7,0.6667,0.84,0.1939999999999999,15,47
536,2011-01-24,12,2,0.12,0.1364,0.42,0.1939999999999999,11,63
15337,2012-10-06,6,1,0.54,0.5152,0.88,0.2537,2,30
7137,2011-10-30,0,1,0.22,0.2121,0.87,0.2239,7,54
2964,2011-05-08,10,1,0.58,0.5455,0.49,0.1343,91,244
2529,2011-04-20,7,1,0.44,0.4394,0.94,0.0,26,237
5772,2011-09-02,23,2,0.64,0.6061,0.73,0.1642,30,98
1048,2011-02-16,10,1,0.26,0.2273,0.41,0.3881,14,69
7045,2011-10-26,4,1,0.42,0.4242,0.71,0.2537,0,5
1960,2011-03-27,12,2,0.26,0.2576,0.44,0.2239,43,163
2530,2011-04-20,8,1,0.62,0.6061,0.69,0.4627,22,396
11138,2012-04-14,7,1,0.36,0.3636,0.71,0.1045,8,64
14716,2012-09-10,9,1,0.6,0.6212,0.53,0.2985,40,361
8429,2011-12-22,21,3,0.42,0.4242,0.71,0.0,2,17
4917,2011-07-28,19,1,0.82,0.8029999999999999,0.59,0.1939999999999999,37,322
14671,2012-09-08,12,1,0.8,0.7576,0.55,0.4925,220,694
9325,2012-01-29,11,1,0.28,0.2727,0.28,0.2239,57,255
5901,2011-09-08,10,2,0.64,0.5606,0.94,0.1045,8,65
8286,2011-12-16,22,2,0.3,0.303,0.49,0.1642,6,106
4259,2011-07-01,9,1,0.74,0.6515,0.35,0.1642,58,260
13600,2012-07-25,21,1,0.72,0.6515,0.45,0.1343,71,397
14588,2012-09-05,1,1,0.7,0.6667,0.84,0.1939999999999999,2,13
15889,2012-10-30,18,3,0.3,0.303,0.87,0.1343,4,143
16016,2012-11-05,1,2,0.3,0.303,0.56,0.1642,0,8
5656,2011-08-29,3,1,0.6,0.5909,0.69,0.1045,1,6
12553,2012-06-12,6,2,0.6,0.5455,0.88,0.1343,6,136
6097,2011-09-16,15,2,0.54,0.5152,0.45,0.2239,38,203
5907,2011-09-08,16,3,0.64,0.5606,0.94,0.2836,5,156
7373,2011-11-08,20,1,0.4,0.4091,0.76,0.0,12,181
2978,2011-05-09,0,1,0.46,0.4545,0.82,0.0896,31,53
4225,2011-06-29,23,1,0.68,0.6364,0.47,0.1939999999999999,32,129
7002,2011-10-24,9,2,0.44,0.4394,0.82,0.1642,29,195
6721,2011-10-12,15,3,0.54,0.5152,0.94,0.2537,3,45
7842,2011-11-28,10,2,0.48,0.4697,0.77,0.1343,21,107
16768,2012-12-06,11,1,0.26,0.2576,0.48,0.1642,16,178
12686,2012-06-17,19,1,0.64,0.6212,0.53,0.1642,146,390
8264,2011-12-16,0,1,0.5,0.4848,0.72,0.3284,12,72
16286,2012-11-16,8,2,0.32,0.3333,0.57,0.1343,17,711
13235,2012-07-10,16,1,0.8,0.7273,0.43,0.2239,89,435
12111,2012-05-24,20,2,0.66,0.6212,0.69,0.2836,55,398
3138,2011-05-15,16,1,0.64,0.6061,0.69,0.2537,158,440
8325,2011-12-18,13,1,0.3,0.2727,0.49,0.2985,18,228
17319,2012-12-29,12,3,0.2,0.2424,1.0,0.0,5,48
13981,2012-08-10,18,1,0.76,0.7121,0.62,0.2985,88,640
12265,2012-05-31,6,1,0.6,0.5909,0.73,0.2239,7,178
16748,2012-12-05,15,1,0.48,0.4697,0.33,0.2836,20,285
11421,2012-04-26,2,2,0.48,0.4697,0.55,0.1045,3,13
1826,2011-03-21,20,1,0.56,0.5303,0.64,0.1939999999999999,16,122
5548,2011-08-24,2,1,0.58,0.5455,0.68,0.1343,2,6
8785,2012-01-06,21,1,0.4,0.4091,0.43,0.2239,17,154
10917,2012-04-05,1,1,0.48,0.4697,0.27,0.3284,4,13
12329,2012-06-02,22,1,0.58,0.5455,0.46,0.1343,52,228
560,2011-01-25,13,2,0.26,0.2727,0.56,0.1343,21,93
16346,2012-11-18,20,1,0.36,0.3485,0.66,0.1642,9,129
12777,2012-06-21,14,1,0.88,0.7879,0.37,0.1642,27,176
8435,2011-12-23,3,3,0.38,0.3939,0.94,0.1343,0,4
5435,2011-08-19,9,1,0.7,0.6515,0.65,0.1343,31,218
4437,2011-07-08,19,1,0.66,0.6061,0.83,0.0896,45,270
10382,2012-03-13,17,1,0.7,0.6364,0.37,0.1045,62,676
8597,2011-12-30,0,1,0.28,0.2879,0.7,0.1343,4,30
1442,2011-03-05,9,2,0.32,0.303,0.93,0.2239,15,63
8453,2011-12-23,21,1,0.32,0.303,0.61,0.2239,0,32
4406,2011-07-07,12,1,0.84,0.7727,0.41,0.0,32,171
16991,2012-12-15,18,1,0.38,0.3939,0.58,0.1642,40,272
1689,2011-03-16,0,3,0.3,0.2879,0.93,0.2537,0,8
17273,2012-12-27,14,2,0.26,0.2121,0.56,0.5224,25,119
9917,2012-02-23,6,1,0.36,0.3485,0.87,0.1939999999999999,3,91
16516,2012-11-25,22,1,0.24,0.2879,0.6,0.0,3,62
13122,2012-07-05,23,1,0.8,0.7576,0.55,0.1642,32,131
5962,2011-09-10,23,2,0.62,0.5606,0.88,0.0,32,139
2496,2011-04-18,22,1,0.52,0.5,0.55,0.2836,9,90
15096,2012-09-26,5,1,0.56,0.5303,0.73,0.2239,1,36
14298,2012-08-23,23,2,0.66,0.6212,0.69,0.0,24,157
15166,2012-09-29,3,2,0.52,0.5,0.59,0.1939999999999999,4,29
340,2011-01-15,16,2,0.34,0.3333,0.34,0.1939999999999999,33,128
2408,2011-04-15,6,1,0.36,0.3636,0.81,0.0896,5,47
9793,2012-02-18,0,1,0.34,0.3333,0.42,0.1642,5,86
15084,2012-09-25,17,1,0.66,0.6212,0.39,0.2836,107,967
15477,2012-10-12,2,1,0.4,0.4091,0.66,0.0896,0,16
5782,2011-09-03,9,2,0.66,0.6212,0.69,0.2537,83,201
4576,2011-07-14,14,1,0.74,0.6515,0.35,0.2836,49,178
3725,2011-06-09,3,2,0.72,0.7121,0.84,0.1045,0,2
10748,2012-03-28,23,1,0.54,0.5152,0.68,0.1343,12,93
2785,2011-04-30,23,1,0.44,0.4394,0.67,0.1045,34,125
9715,2012-02-14,18,2,0.38,0.3939,0.46,0.2985,8,406
15953,2012-11-02,10,1,0.38,0.3939,0.46,0.2985,21,204
16882,2012-12-11,5,3,0.34,0.303,0.71,0.3284,1,41
1012,2011-02-14,20,1,0.36,0.3182,0.46,0.4627,5,70
5280,2011-08-12,22,1,0.68,0.6364,0.51,0.0,74,231
4895,2011-07-27,21,1,0.74,0.6667,0.48,0.1045,49,245
9958,2012-02-24,23,1,0.38,0.3939,0.37,0.6866,10,86
12743,2012-06-20,4,1,0.66,0.6061,0.83,0.0896,1,7
7121,2011-10-29,8,3,0.28,0.2576,0.87,0.3582,4,20
6549,2011-10-05,11,1,0.6,0.6212,0.46,0.2836,32,170
4037,2011-06-22,3,1,0.66,0.6061,0.78,0.1343,0,7
15741,2012-10-23,2,1,0.44,0.4394,0.88,0.1343,1,7
148,2011-01-07,11,2,0.2,0.1969999999999999,0.4,0.2239,19,67
285,2011-01-13,8,1,0.14,0.1364,0.5,0.1939999999999999,5,202
17093,2012-12-20,0,1,0.32,0.3333,0.61,0.1343,2,42
8555,2011-12-28,6,1,0.32,0.303,0.57,0.2537,1,43
13559,2012-07-24,4,1,0.66,0.6061,0.83,0.0896,0,6
12135,2012-05-25,20,1,0.7,0.6515,0.65,0.1642,80,350
15569,2012-10-15,22,1,0.5,0.4848,0.59,0.2836,8,126
9732,2012-02-15,11,1,0.36,0.3333,0.53,0.2836,13,138
12917,2012-06-27,10,1,0.7,0.6364,0.37,0.2537,34,172
6770,2011-10-14,16,1,0.6,0.6212,0.43,0.2239,80,344
4443,2011-07-09,1,2,0.64,0.5758,0.89,0.1045,5,53
7446,2011-11-11,21,1,0.3,0.303,0.45,0.1642,4,83
236,2011-01-11,5,2,0.16,0.1818,0.55,0.1343,0,6
17039,2012-12-17,18,2,0.4,0.4091,0.94,0.0896,14,507
10754,2012-03-29,5,1,0.5,0.4848,0.45,0.2239,2,32
7123,2011-10-29,10,3,0.26,0.2273,0.93,0.3284,0,12
15474,2012-10-11,23,1,0.42,0.4242,0.58,0.0896,10,186
10123,2012-03-02,21,3,0.36,0.3636,0.87,0.0896,2,101
13711,2012-07-30,12,2,0.76,0.7121,0.58,0.1045,77,278
12944,2012-06-28,13,1,0.86,0.7424,0.26,0.2239,31,236
3083,2011-05-13,9,2,0.5,0.4848,0.88,0.1939999999999999,18,233
17031,2012-12-17,10,2,0.38,0.3939,0.87,0.0896,15,135
10294,2012-03-10,0,1,0.3,0.2727,0.36,0.3582,9,77
632,2011-01-29,15,1,0.22,0.2121,0.69,0.2537,22,120
6813,2011-10-16,11,1,0.56,0.5303,0.35,0.2836,159,377
2493,2011-04-18,19,1,0.56,0.5303,0.46,0.2537,42,286
2665,2011-04-25,23,1,0.58,0.5455,0.78,0.2836,9,62
15740,2012-10-23,1,1,0.46,0.4545,0.77,0.1642,1,17
12598,2012-06-14,3,2,0.62,0.6212,0.53,0.2836,1,5
15844,2012-10-27,9,1,0.5,0.4848,0.77,0.2537,88,328
15592,2012-10-16,21,1,0.46,0.4545,0.63,0.0,19,195
10526,2012-03-19,17,1,0.64,0.6212,0.53,0.2239,106,721
10060,2012-02-29,6,2,0.28,0.303,0.75,0.0896,4,104
14788,2012-09-13,9,1,0.6,0.6061,0.64,0.0896,46,338
11811,2012-05-12,8,1,0.52,0.5,0.48,0.0,22,178
13753,2012-08-01,6,1,0.64,0.5909,0.78,0.1343,6,185
12075,2012-05-23,8,1,0.58,0.5455,0.83,0.0,38,719
15700,2012-10-21,9,1,0.46,0.4545,0.55,0.1642,77,269
4211,2011-06-29,9,1,0.72,0.6515,0.45,0.3881,32,221
14109,2012-08-16,2,1,0.64,0.6061,0.69,0.1939999999999999,0,15
9686,2012-02-13,13,1,0.32,0.303,0.22,0.2239,11,140
10593,2012-03-22,12,2,0.54,0.5152,0.88,0.1939999999999999,48,272
3874,2011-06-15,8,1,0.58,0.5455,0.53,0.1343,53,498
9424,2012-02-02,14,1,0.4,0.4091,0.76,0.1045,12,141
10853,2012-04-02,9,1,0.38,0.3939,0.54,0.3582,52,317
2817,2011-05-02,7,2,0.46,0.4545,0.82,0.3284,16,209
15294,2012-10-04,11,2,0.7,0.6515,0.7,0.1045,38,214
17085,2012-12-19,16,1,0.42,0.4242,0.5,0.3582,37,334
5249,2011-08-11,15,1,0.8,0.6970000000000001,0.29,0.2985,52,178
8533,2011-12-27,7,2,0.3,0.2879,0.65,0.2836,1,80
7426,2011-11-11,1,1,0.32,0.303,0.57,0.3284,3,19
12345,2012-06-03,14,1,0.68,0.6364,0.36,0.3284,267,678
15954,2012-11-02,11,1,0.42,0.4242,0.41,0.4179,42,221
16046,2012-11-06,7,1,0.2,0.2121,0.69,0.1642,9,387
11253,2012-04-19,2,2,0.42,0.4242,0.77,0.0,2,6
16717,2012-12-04,8,2,0.44,0.4394,0.88,0.1642,21,721
9777,2012-02-17,8,2,0.26,0.303,1.0,0.0,4,520
1735,2011-03-17,23,1,0.42,0.4242,0.62,0.2836,7,50
7397,2011-11-09,20,1,0.44,0.4394,0.77,0.0,18,219
11015,2012-04-09,3,1,0.44,0.4394,0.3,0.1642,0,3
14484,2012-08-31,17,1,0.88,0.7727,0.32,0.1642,129,617
4255,2011-07-01,5,1,0.6,0.6061,0.64,0.1343,3,30
15332,2012-10-06,1,1,0.56,0.5303,0.83,0.2537,25,141
2475,2011-04-18,1,1,0.46,0.4545,0.47,0.1343,11,19
10756,2012-03-29,7,1,0.46,0.4545,0.51,0.3582,14,367
17362,2012-12-31,7,1,0.16,0.1818,0.64,0.1343,2,85
3713,2011-06-08,15,1,0.92,0.8788,0.4,0.1642,28,128
15163,2012-09-29,0,1,0.54,0.5152,0.6,0.2239,15,149
6704,2011-10-11,22,2,0.56,0.5303,0.83,0.1939999999999999,27,147
1804,2011-03-20,21,2,0.34,0.3182,0.53,0.2836,10,49
707,2011-02-01,20,2,0.22,0.2273,0.87,0.1343,5,74
11238,2012-04-18,11,3,0.46,0.4545,0.47,0.2537,14,119
16707,2012-12-03,22,1,0.42,0.4242,0.82,0.1045,5,144
5189,2011-08-09,3,1,0.72,0.6818,0.62,0.0,0,3
16139,2012-11-10,5,1,0.28,0.3182,0.87,0.0,1,10
5472,2011-08-20,22,2,0.7,0.6667,0.74,0.1939999999999999,77,223
14983,2012-09-21,12,1,0.68,0.6364,0.57,0.1642,84,389
72,2011-01-04,4,1,0.14,0.1818,0.63,0.0896,0,2
14210,2012-08-20,7,2,0.62,0.5909,0.78,0.1343,15,442
7843,2011-11-28,11,2,0.52,0.5,0.68,0.1045,11,118
12640,2012-06-15,21,1,0.66,0.6212,0.5,0.1045,83,333
14052,2012-08-13,17,1,0.8,0.7121,0.36,0.1642,102,818
13031,2012-07-02,4,2,0.72,0.6667,0.54,0.2985,2,12
17095,2012-12-20,2,1,0.32,0.3485,0.66,0.0,2,8
5101,2011-08-05,11,2,0.76,0.6970000000000001,0.52,0.2537,44,147
6764,2011-10-14,10,3,0.54,0.5152,0.88,0.3582,17,125
9382,2012-01-31,20,1,0.4,0.4091,0.58,0.1045,15,238
14623,2012-09-06,12,2,0.72,0.6970000000000001,0.79,0.2239,11,137
10793,2012-03-30,20,1,0.4,0.4091,0.62,0.1642,17,209
